scenario_id,pair_id,location,infra_type,hazard,model,score_a,score_b,delta
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-06A,WF-06,"Athens suburb, Greece",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-06B,WF-06,"Freetown peri-urban, Sierra Leone",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-07A,WF-07,"Victoria, BC, Canada",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-07B,WF-07,"Kathmandu peri-urban, Nepal",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-08A,WF-08,"Lisbon suburb, Portugal",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-08B,WF-08,"Maputo peri-urban, Mozambique",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-09A,WF-09,"Sacramento, CA, USA",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,1.0,-3.0
WF-09B,WF-09,"Caracas barrio, Venezuela",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-10A,WF-10,"Nice outskirts, France",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,3.0,-1.0
WF-10B,WF-10,"Lagos peri-urban, Nigeria",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
